Company,Company Type,"Invests in(Preseed, Seed, Series A ...)",Company Thesis,Sector,Cheque Size,Website,Company Linkedin,Notes,Investment Criteria (evaluation),Process / Extra Notes,Detailed Writeup (~200 words),Data Confidence,India relevance,Source,Wave,Status
Mahesh Murthy,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Pinstorm / classic India angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
D.A. Prasanna,Angel / Individual,"Pre-Seed, Seed",,Health,,,,Manipal / health angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ranjan Pai,Angel / Individual,"Pre-Seed, Seed, Series A",,"Health, Edtech",,,,Manipal Education FO/angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Devi Shetty,Angel / Individual,"Pre-Seed, Seed",,Health,,,,Narayana Health founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Naresh Trehan,Angel / Individual,"Pre-Seed, Seed",,Health,,,,Medanta — selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Prathap C. Reddy,Angel / Individual,"Pre-Seed, Seed",,Health,,,,Apollo — selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sangita Reddy,Angel / Individual,"Pre-Seed, Seed",,Health,,,,Apollo,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Shiv Nadar,Angel / Individual,"Pre-Seed, Seed, Series A",,Sector Agnostic,,,,HCL / Shiv Nadar Foundation adjacent,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Roshni Nadar Malhotra,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,HCL,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Anand Deshpande,Angel / Individual,"Pre-Seed, Seed",,SaaS / Enterprise,,,,Persistent founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Suresh Vaswani,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,ex-Dell / Wipro angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Som Mittal,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,NASSCOM ex-president angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ravi Gururaj,Angel / Individual,"Pre-Seed, Seed",,SaaS / Enterprise,,,,angel / SaaS,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Avinash Raghava,Angel / Individual,"Pre-Seed, Seed",,SaaS / Enterprise,,,,SAASBOOMi / angel community,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Suresh Sambandam,Angel / Individual,"Pre-Seed, Seed",,SaaS / Enterprise,,,,Kissflow founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Shashank ND,Angel / Individual,"Pre-Seed, Seed",,Health,,,,Practo founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Abhinav Lal,Angel / Individual,"Pre-Seed, Seed",,Health,,,,Practo,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Prashant Tandon,Angel / Individual,"Pre-Seed, Seed",,Health,,,,1mg founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Dharmil Sheth,Angel / Individual,"Pre-Seed, Seed",,Health,,,,1mg,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Tushar Vashisht,Angel / Individual,"Pre-Seed, Seed",,Health,,,,HealthifyMe founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sachin Shenoy,Angel / Individual,"Pre-Seed, Seed",,Health,,,,HealthifyMe,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ankit Nagori,Angel / Individual,"Pre-Seed, Seed",,"Consumer / D2C, Health",,,,Cult.fit co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Maninder Gulati,Angel / Individual,"Pre-Seed, Seed",,Travel,,,,OYO,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Abhiraj Bhal,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Urban Company co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Raghav Chandra,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Urban Company,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Varun Khaitan,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Urban Company,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ninad Karpe,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,ex-CA Technologies India angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Arjun Vaidya,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,V3 / former Vaidya angel active,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Upasana Taku,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,Mobikwik co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Bipin Preet Singh,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,Mobikwik,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Harshvardhan Lunia,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,Lendingkart founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Vishal Mehta,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,Infinite India / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Bhavesh Manglani,Angel / Individual,"Pre-Seed, Seed",,Logistics,,,,Delhivery co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sahil Barua,Angel / Individual,"Pre-Seed, Seed",,Logistics,,,,Delhivery founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Suraj Saharan,Angel / Individual,"Pre-Seed, Seed",,Logistics,,,,Delhivery,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Kapil Bharati,Angel / Individual,"Pre-Seed, Seed",,Logistics,,,,Delhivery,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Mohit Kumar,Angel / Individual,"Pre-Seed, Seed",,Logistics,,,,FarEye founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Gautam Pradhan,Angel / Individual,"Pre-Seed, Seed",,Logistics,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Karan Mohla,Angel / Individual,"Pre-Seed, Seed",,"Fintech, Sector Agnostic",,,,Beenext / personal angel India,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Teruhide Sato,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Beenext — India active,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Dheeraj Jain,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Redcliffe / classic India angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Chaitanya Peddi,Angel / Individual,"Pre-Seed, Seed",,Health,,,,Doctiger / health angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Prashant Pansare,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,IBM / SoftCell angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Jagdish Mitra,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Tech M / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sanjay Nayar,Angel / Individual,"Pre-Seed, Seed, Series A",,Sector Agnostic,,,,Kedaara / ex-Citi — personal selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
B.V.R. Mohan Reddy,Angel / Individual,"Pre-Seed, Seed",,Deep Tech,,,,Cyient founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Srini Raju,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Peepul / iLabs angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Bala Girisaballa,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
J.A. Chowdary,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Hyderabad angel classic,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Saikrishna Rajagopal,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Raju Reddy,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Sierra Atlantic / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sanjay Deshmukh,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Vivek Raghavan,Angel / Individual,"Pre-Seed, Seed",,"Deep Tech, Fintech",,,,Aadhaar / EkStep angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Pramod Varma,Angel / Individual,"Pre-Seed, Seed",,Deep Tech,,,,Aadhaar chief architect angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Tamiliniyan Natarajan,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Mekin Maheshwari,Angel / Individual,"Pre-Seed, Seed",,"Edtech, Sector Agnostic",,,,Udhyam / Flipkart alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Neeraj Kakkar,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Hector Beverages (Paperboat) angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
James Nuttall,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Paperboat,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Siddharth Sharma,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Kaushik Mukherjee,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rohit JM,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,D2C angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ananth Narayanan,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,ex-Myntra CEO angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ashutosh Lawania,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Myntra co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Vineet Saxena,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Myntra,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Manish Tiwary,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Amazon India alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Amit Agarwal,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Amazon India SVP alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Samir Chaube,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Pankaj Sahni,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rishi Navani,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Angel / FO India,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rahul Khanna,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,India Alternatives / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Akhil Gupta,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Bharti / angel selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rajiv Bapna,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sandeep Singhal,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Nexus partner personal angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Naveen Aggarwal,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Jishnu Bhattacharjee,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Nexus partner personal,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Mohit Bhatnagar,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Peak XV partner personal angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sumir Chadha,Angel / Individual,"Pre-Seed, Seed, Series A",,Sector Agnostic,,,,WestBridge personal selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Uday Kotak,Angel / Individual,"Pre-Seed, Seed, Series A",,Fintech,,,,Selective personal / FO,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Aditya Puri,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,ex-HDFC Bank selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
K.V. Kamath,Angel / Individual,"Pre-Seed, Seed, Series A",,Fintech,,,,ex-ICICI / NYDFC selective angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
O.P. Bhatt,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,ex-SBI selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Deepak Parekh,Angel / Individual,"Pre-Seed, Seed, Series A",,Sector Agnostic,,,,HDFC — classic India angel/board,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Nasser Munjee,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel / board,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Farhad Forbes,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Forbes Marshall / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Bahram Vakil,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,AZB angel selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Nishith Desai,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Legal — selective angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Arun Thukral,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,Angel / capital markets,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Vivek Shah,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Shivakumar,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,PepsiCo India alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Manu Jain,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Xiaomi India alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Pranay Chulet,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Quikr founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rajat Agarwal,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Quikr,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Farid Ahsan,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,ShareChat co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ankush Sachdeva,Angel / Individual,"Pre-Seed, Seed",,"Consumer / D2C, Media",,,,ShareChat founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Bhanu Pratap Singh,Angel / Individual,"Pre-Seed, Seed",,Media,,,,ShareChat,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Apoorva Goyal,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Akshay BK,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Licious co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Vivek Gupta,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Licious,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Abhay Hanjura,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Licious,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Saurabh Kumar,Angel / Individual,"Pre-Seed, Seed",,Climate / Sustainability,,,,Battery / climate angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Om Manawat,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Nitin Gupta,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,Unacademy? / fintech — Falconize / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Prerna Arora,Angel / Individual,"Pre-Seed, Seed",,Media,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ashish Choudhary,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,Lending / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Tushar Choudhary,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Anjali Bendewar,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Meher Pudumjee,Angel / Individual,"Pre-Seed, Seed",,Climate / Sustainability,,,,Thermax / climate angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Anu Aga,Angel / Individual,"Pre-Seed, Seed",,Impact,,,,Thermax — selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rati Forbes,Angel / Individual,"Pre-Seed, Seed",,Impact,,,,Forbes Foundation / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Swati Piramal,Angel / Individual,"Pre-Seed, Seed",,Health,,,,Piramal — selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ajay Piramal,Angel / Individual,"Pre-Seed, Seed, Series A",,Sector Agnostic,,,,Piramal — selective personal,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Shobhana Bhartia,Angel / Individual,"Pre-Seed, Seed",,Media,,,,HT Media selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Vineet Jain,Angel / Individual,"Pre-Seed, Seed",,Media,,,,Times Group selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Samir Jain,Angel / Individual,"Pre-Seed, Seed",,Media,,,,Times Group,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Karan Johar,Angel / Individual,"Pre-Seed, Seed",,"Media, Consumer / D2C",,,,Entertainment angel selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ritesh Sidhwani,Angel / Individual,"Pre-Seed, Seed",,Media,,,,Excel Entertainment angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Farhan Akhtar,Angel / Individual,"Pre-Seed, Seed",,Media,,,,Excel — selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
MS Dhoni,Angel / Individual,"Pre-Seed, Seed",,"Consumer / D2C, Sector Agnostic",,,,Public startup angel investments,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sachin Tendulkar,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Selective brand angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Virender Sehwag,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rahul Dravid,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Mary Kom,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
PV Sindhu,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
