Company,Company Type,"Invests in(Preseed, Seed, Series A ...)",Company Thesis,Sector,Cheque Size,Website,Company Linkedin,Notes,Investment Criteria (evaluation),Process / Extra Notes,Detailed Writeup (~200 words),Data Confidence,India relevance,Source,Wave,Status
IIFL Seed Venture Fund / IIFL PE,PE,Growth,,Sector Agnostic,,https://www.iifl.com,,,,,,Unverified – inferred,HQ India,https://www.iifl.com,A,pending_confirmation
Lighthouse Canton,PE,Growth,,Sector Agnostic,,https://www.lighthouse-canton.com,,,,,,Unverified – inferred,Active India cheque,https://www.lighthouse-canton.com,A,pending_confirmation
Malabar Investments,PE,Growth,,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,manual research,A,pending_confirmation
TotalEnergies Ventures,Corporate / CVC,"Seed, Series A",,Climate / Sustainability,,https://totalenergies.com,,,,,,Unverified – inferred,Active India cheque,https://totalenergies.com,A,pending_confirmation
Nestlé Ventures,Corporate / CVC,"Seed, Series A",,"Agritech / Food, Consumer / D2C",,https://www.nestle.com,,,,,,Unverified – inferred,Active India cheque,https://www.nestle.com,A,pending_confirmation
Marico Growth Ventures,Corporate / CVC,"Seed, Series A",,Consumer / D2C,,https://www.marico.com,,,,,,Unverified – inferred,HQ India,https://www.marico.com,A,pending_confirmation
Sun Pharma Ventures,Corporate / CVC,"Seed, Series A",,Health,,https://www.sunpharma.com,,,,,,Unverified – inferred,HQ India,https://www.sunpharma.com,A,pending_confirmation
Biocon Innovation / Biocon Ventures,Corporate / CVC,"Seed, Series A",,Health,,https://www.biocon.com,,,,,,Unverified – inferred,HQ India,https://www.biocon.com,A,pending_confirmation
Dr Reddy's Ventures,Corporate / CVC,"Seed, Series A",,"Health, Deep Tech",,https://www.drreddys.com,,,,,,Unverified – inferred,HQ India,https://www.drreddys.com,A,pending_confirmation
Lupin Digital Health Ventures,Corporate / CVC,"Seed, Series A",,Health,,https://www.lupin.com,,,,,,Unverified – inferred,HQ India,https://www.lupin.com,A,pending_confirmation
upGrad Ventures,Corporate / CVC,"Seed, Series A",,Edtech,,https://www.upgrad.com,,,,,,Unverified – inferred,HQ India,https://www.upgrad.com,A,pending_confirmation
Swiggy Invests,Corporate / CVC,"Seed, Series A",,"Consumer / D2C, Logistics",,https://www.swiggy.com,,Confirm formal vehicle,,,,Unverified – inferred,HQ India,https://www.swiggy.com,A,pending_confirmation
Zomato Hyperpure investments,Corporate / CVC,Seed,,Agritech / Food,,https://www.zomato.com,,Confirm formal vehicle,,,,Unverified – inferred,HQ India,https://www.zomato.com,A,pending_confirmation
Ola Ventures,Corporate / CVC,"Seed, Series A",,"Mobility, Climate / Sustainability",,https://www.olacabs.com,,Confirm formal vehicle,,,,Unverified – inferred,HQ India,https://www.olacabs.com,A,pending_confirmation
FSN E-Commerce Ventures (Nykaa) investments,Corporate / CVC,Seed,,Consumer / D2C,,https://www.nykaa.com,,Confirm formal vehicle,,,,Unverified – inferred,HQ India,https://www.nykaa.com,A,pending_confirmation
Pine Labs Ventures,Corporate / CVC,"Seed, Series A",,Fintech,,https://www.pinelabs.com,,Confirm formal vehicle,,,,Unverified – inferred,HQ India,https://www.pinelabs.com,A,pending_confirmation
PayU Ventures,Corporate / CVC,"Seed, Series A",,Fintech,,https://www.payu.in,,,,,,Unverified – inferred,Active India cheque,https://www.payu.in,A,pending_confirmation
Mitsubishi UFJ Capital,VC,"Seed, Series A",,Sector Agnostic,,https://www.mucap.co.jp,,,,,,Unverified – inferred,Active India cheque,https://www.mucap.co.jp,A,pending_confirmation
Delivery Hero Ventures,Corporate / CVC,"Seed, Series A",,"Consumer / D2C, Logistics",,https://www.deliveryhero.com,,,,,,Unverified – inferred,Active India cheque,https://www.deliveryhero.com,A,pending_confirmation
Accion Venture Lab,VC,"Pre-Seed, Seed",,"Fintech, Impact",,https://www.accion.org,,,,,,Unverified – inferred,Active India cheque,https://www.accion.org,A,pending_confirmation
DF International / Development Finance institutions basket,VC,"Series A, Series B",,Impact,,,,Split later,,,,Unverified – inferred,Active India cheque,manual research,A,pending_confirmation
