slug,name,company,url
"shaji-varghese","Shaji Varghese","SINE IIT Bombay","https://vcdekho.com/investors/shaji-varghese"
"ashutosh-agnihotri","Ashutosh Agnihotri","SIIC IIT Kanpur","https://vcdekho.com/investors/ashutosh-agnihotri"
"v-k-rai","V. K. Rai","IIM Calcutta Innovation Park","https://vcdekho.com/investors/v-k-rai"
"saumya-kumar","Saumya Kumar","ISB DLabs / CEL","https://vcdekho.com/investors/saumya-kumar"
"chintan-bakshi","Chintan Bakshi","Startup Oasis","https://vcdekho.com/investors/chintan-bakshi"
"vish-sahasranamam","Vish Sahasranamam","Forge Innovation & Ventures","https://vcdekho.com/investors/vish-sahasranamam"
"mrutyunjay-suar","Mrutyunjay Suar","KIIT-TBI","https://vcdekho.com/investors/mrutyunjay-suar"
"k-suresh-kumar","K. Suresh Kumar","PSG-STEP","https://vcdekho.com/investors/k-suresh-kumar"
"tejbanta-s-chingtham","Tejbanta S. Chingtham","AIC-SMU Technology Business Incubation Foundation","https://vcdekho.com/investors/tejbanta-s-chingtham"
"nagaraja-prakasam","Nagaraja Prakasam","Nativelead Foundation / Nativelead Angels","https://vcdekho.com/investors/nagaraja-prakasam"
"alok-mittal","Alok Mittal","TiE Delhi-NCR Angels","https://vcdekho.com/investors/alok-mittal"
"apoorva-ranjan-sharma-2","Apoorva Ranjan Sharma","TiE Mumbai Angels","https://vcdekho.com/investors/apoorva-ranjan-sharma-2"
"shankar-v","Shankar V","TiE Chennai Angels","https://vcdekho.com/investors/shankar-v"
"seema-baid","Seema Baid","JITO Angel Network","https://vcdekho.com/investors/seema-baid"
"vineet-chadha","Vineet Chadha","Tata Capital Innovations","https://vcdekho.com/investors/vineet-chadha"
"sanjiv-aggarwal","Sanjiv Aggarwal","NIIF","https://vcdekho.com/investors/sanjiv-aggarwal"
"immanuvel-ganesan","Immanuvel Ganesan","NABKISAN Finance / NABARD ecosystem","https://vcdekho.com/investors/immanuvel-ganesan"
"ali-wasti","Ali Wasti","Wipro Ventures","https://vcdekho.com/investors/ali-wasti"
"girish-mathrubootham","Girish Mathrubootham","Freshworks Capital","https://vcdekho.com/investors/girish-mathrubootham"
"abhinav-asthana","Abhinav Asthana","Postman Capital","https://vcdekho.com/investors/abhinav-asthana"
"ritesh-arora","Ritesh Arora","BrowserStack Investments","https://vcdekho.com/investors/ritesh-arora"
"krish-subramanian","Krish Subramanian","Chargebee Investments","https://vcdekho.com/investors/krish-subramanian"
"shyam-mundhada","Shyam Mundhada","Infosys Innovation Fund","https://vcdekho.com/investors/shyam-mundhada"
"anil-sharma","Anil Sharma","TCS Co-Innovation / TCS Ventures","https://vcdekho.com/investors/anil-sharma"
"sachin-varshney","Sachin Varshney","HCL Software Investments","https://vcdekho.com/investors/sachin-varshney"
"srikumar-ramanathan","Srikumar Ramanathan","Mphasis NEXT Labs Investments","https://vcdekho.com/investors/srikumar-ramanathan"
"saurabh-dwivedi","Saurabh Dwivedi","Persistent Ventures","https://vcdekho.com/investors/saurabh-dwivedi"
"nupur-hemant","Nupur Hemant","Mindtree Ventures / LTIMindtree Investments","https://vcdekho.com/investors/nupur-hemant"
"jishnu-batabyal","Jishnu Batabyal","Godrej Family Office","https://vcdekho.com/investors/jishnu-batabyal"
"kapil-agarwal","Kapil Agarwal","Bharti Family Office","https://vcdekho.com/investors/kapil-agarwal"
"vellayan-subbiah","Vellayan Subbiah","Murugappa Family Office","https://vcdekho.com/investors/vellayan-subbiah"
"subodh-gupta","Subodh Gupta","Goenka Family Office","https://vcdekho.com/investors/subodh-gupta"
"akash-prakash","Akash Prakash","Amansa Holdings","https://vcdekho.com/investors/akash-prakash"
"sumeet-nagar","Sumeet Nagar","Malabar Investments","https://vcdekho.com/investors/sumeet-nagar"
"p-v-harikrishnan","P. V. Harikrishnan","KITVEN","https://vcdekho.com/investors/p-v-harikrishnan"
"paula-mariwala","Paula Mariwala","Stanford Angels & Entrepreneurs India","https://vcdekho.com/investors/paula-mariwala"
"sushanto-mitra-2","Sushanto Mitra","IIT Bombay Alumni Angels","https://vcdekho.com/investors/sushanto-mitra-2"
"shrikant-patil","Shrikant Patil","Maharashtra State Innovation Society","https://vcdekho.com/investors/shrikant-patil"
"suryateja-mallavarapu","Suryateja Mallavarapu","Andhra Pradesh Innovation Society","https://vcdekho.com/investors/suryateja-mallavarapu"
"jaykumar-joshi","Jaykumar Joshi","Gujarat Student Startup Innovation Hub / i-Hub","https://vcdekho.com/investors/jaykumar-joshi"
"sanjeev-kumar-gupta","Sanjeev Kumar Gupta","Karnataka Innovation Authority / Elevate","https://vcdekho.com/investors/sanjeev-kumar-gupta"
"l-nirmal-raj","L. Nirmal Raj","Tamil Nadu Startup & Innovation Mission","https://vcdekho.com/investors/l-nirmal-raj"
"smruti-ranjan-pradhan","Smruti Ranjan Pradhan","Odisha Startup / Startup Odisha","https://vcdekho.com/investors/smruti-ranjan-pradhan"
"kavikrut-2","Kavikrut","Telangana TSIC / T-Hub related programs","https://vcdekho.com/investors/kavikrut-2"
"surya-mantha","Surya Mantha","Unitus Ventures","https://vcdekho.com/investors/surya-mantha"
"bharati-jacob","Bharati Jacob","Seedfund","https://vcdekho.com/investors/bharati-jacob"
"shyam-menon","Shyam Menon","Infuse Ventures","https://vcdekho.com/investors/shyam-menon"
"vikram-gandhi","Vikram Gandhi","Asha Impact","https://vcdekho.com/investors/vikram-gandhi"
"rob-kaplan","Rob Kaplan","Circulate Capital","https://vcdekho.com/investors/rob-kaplan"
"mahesh-parasuraman","Mahesh Parasuraman","Amicus Capital","https://vcdekho.com/investors/mahesh-parasuraman"
"neeraj-bhargava","Neeraj Bhargava","Zodius Capital","https://vcdekho.com/investors/neeraj-bhargava"
"vijay-singh-rathore","Vijay Singh Rathore","Soonicorn Club Ventures","https://vcdekho.com/investors/vijay-singh-rathore"
"akhil-shahani","Akhil Shahani","UnLtd India","https://vcdekho.com/investors/akhil-shahani"
"taslimarif-saiyed","Taslimarif Saiyed","C-CAMP","https://vcdekho.com/investors/taslimarif-saiyed"
"satya-prakash-dash","Satya Prakash Dash","IKP Knowledge Park","https://vcdekho.com/investors/satya-prakash-dash"
"ranjit-kumar","Ranjit Kumar","a-IDEA NAARM","https://vcdekho.com/investors/ranjit-kumar"
"akriti-sharma","Akriti Sharma","Pusa Krishi","https://vcdekho.com/investors/akriti-sharma"
"ranjit-kumar-2","Ranjit Kumar","Agri Udaan","https://vcdekho.com/investors/ranjit-kumar-2"
"ashwani-pareek","Ashwani Pareek","NABI Mohali","https://vcdekho.com/investors/ashwani-pareek"
"sanjeev-chopra","Sanjeev Chopra","Electropreneur Park","https://vcdekho.com/investors/sanjeev-chopra"
"arvind-kumar","Arvind Kumar","STPI Centres of Entrepreneurship","https://vcdekho.com/investors/arvind-kumar"
"joginder-tanikella","Joginder Tanikella","T-Works","https://vcdekho.com/investors/joginder-tanikella"
"aparna-v","Aparna V.","SAP.iO Foundry India","https://vcdekho.com/investors/aparna-v"
"ragini-das","Ragini Das","Google for Startups Accelerator India","https://vcdekho.com/investors/ragini-das"
"kapil-chawla","Kapil Chawla","Microsoft for Startups India","https://vcdekho.com/investors/kapil-chawla"
"amitabh-nagpal","Amitabh Nagpal","AWS Activate India","https://vcdekho.com/investors/amitabh-nagpal"
"arundhati-banerjee","Arundhati Banerjee","NVIDIA Inception","https://vcdekho.com/investors/arundhati-banerjee"
"gaurav-goel","Gaurav Goel","Yes Fintech","https://vcdekho.com/investors/gaurav-goel"
"seshadri-kannan","Seshadri Kannan","TiE Nurture","https://vcdekho.com/investors/seshadri-kannan"
"sujit-jagirdar","Sujit Jagirdar","Founders Institute Hyderabad","https://vcdekho.com/investors/sujit-jagirdar"
"balan-gurumoorthy","Balan Gurumoorthy","IISc SID","https://vcdekho.com/investors/balan-gurumoorthy"
"keyur-punjani","Keyur Punjani","IIT Hyderabad i-TIC","https://vcdekho.com/investors/keyur-punjani"
"urmi-buragohain","Urmi Buragohain","IIT Guwahati Technology Incubation Centre","https://vcdekho.com/investors/urmi-buragohain"
"anil-singh","Anil Singh","IIT Mandi Catalyst","https://vcdekho.com/investors/anil-singh"
"bhupesh-kumar-lad","Bhupesh Kumar Lad","IIT Indore Innovation","https://vcdekho.com/investors/bhupesh-kumar-lad"
"soobhankar-pati","Soobhankar Pati","IIT Bhubaneswar Research & Entrepreneurship Park","https://vcdekho.com/investors/soobhankar-pati"
"azam-ali-khan","Azam Ali Khan","IIT Roorkee TIDES","https://vcdekho.com/investors/azam-ali-khan"
"subray-r-hegde","Subray R. Hegde","NITK STEP","https://vcdekho.com/investors/subray-r-hegde"
"susil-kumar-kanagaraj-victor","Susil Kumar Kanagaraj Victor","NIT Trichy TBI","https://vcdekho.com/investors/susil-kumar-kanagaraj-victor"
"sachin-arya","Sachin Arya","BITS Pilani TBI","https://vcdekho.com/investors/sachin-arya"
"krishnashree-achuthan","Krishnashree Achuthan","Amrita TBI","https://vcdekho.com/investors/krishnashree-achuthan"
"a-balachandran","A. Balachandran","VIT-TBI","https://vcdekho.com/investors/a-balachandran"
"yamini-bhushan-pandey","Yamini Bhushan Pandey","IIM Lucknow Enterprise Incubator","https://vcdekho.com/investors/yamini-bhushan-pandey"
"ashutosh-sarkar","Ashutosh Sarkar","IIM Kozhikode LIVE","https://vcdekho.com/investors/ashutosh-sarkar"
"avinash-punekar","Avinash Punekar","iCreate","https://vcdekho.com/investors/avinash-punekar"
"somveer-anand","Somveer Anand","Startup Punjab","https://vcdekho.com/investors/somveer-anand"
"suma-prashant","Suma Prashant","RTBI IIT Madras","https://vcdekho.com/investors/suma-prashant"
"neera-nundy","Neera Nundy","Dasra","https://vcdekho.com/investors/neera-nundy"
"mahesh-yagnaraman","Mahesh Yagnaraman","Acumen Academy India","https://vcdekho.com/investors/mahesh-yagnaraman"
"sanjeev-malhotra","Sanjeev Malhotra","NASSCOM CoE IoT & AI","https://vcdekho.com/investors/sanjeev-malhotra"
"nipun-jain","Nipun Jain","Razorpay Rize","https://vcdekho.com/investors/nipun-jain"
"priyank-narayan","Priyank Narayan","Ashoka University Entrepreneurship","https://vcdekho.com/investors/priyank-narayan"
"puneeth-rai","Puneeth Rai","AIC NITTE","https://vcdekho.com/investors/puneeth-rai"
"manohara-pai-m-m","Manohara Pai M M","Manipal Universal TBI","https://vcdekho.com/investors/manohara-pai-m-m"
"d-s-prashant","D S Prashant","Goa Startup Mission","https://vcdekho.com/investors/d-s-prashant"
"abha-rishi","Abha Rishi","Startup Madhya Pradesh","https://vcdekho.com/investors/abha-rishi"
"hemang-shah","Hemang Shah","Qualcomm Design in India Startup","https://vcdekho.com/investors/hemang-shah"
"nimesh-kampani","Nimesh Kampani","108 Capital","https://vcdekho.com/investors/nimesh-kampani"
"mohanlal-parameshwara-menon","Mohanlal Parameshwara Menon","77 East Ventures","https://vcdekho.com/investors/mohanlal-parameshwara-menon"
"kunal-khattar-2","Kunal Khattar","Advantedge","https://vcdekho.com/investors/kunal-khattar-2"
"amit-mehta","Amit Mehta","Asha Ventures","https://vcdekho.com/investors/amit-mehta"
"kabir-kochhar","Kabir Kochhar","Audacity Ventures","https://vcdekho.com/investors/kabir-kochhar"
"sanjay-g-kothari","Sanjay G Kothari","AudTen Capital","https://vcdekho.com/investors/sanjay-g-kothari"
"sagar-agarvwal","Sagar Agarvwal","Beams VC","https://vcdekho.com/investors/sagar-agarvwal"
"chhavi-bhardwaj-kargaonkar","Chhavi Bhardwaj Kargaonkar","ConsumerX Ventures","https://vcdekho.com/investors/chhavi-bhardwaj-kargaonkar"
"sandeep-jethwani","Sandeep Jethwani","Dezerv","https://vcdekho.com/investors/sandeep-jethwani"
"rajesh-sehgal","Rajesh Sehgal","Equanimity Ventures","https://vcdekho.com/investors/rajesh-sehgal"
"ruchira-shukla-2","Ruchira Shukla","Green Marble VC","https://vcdekho.com/investors/ruchira-shukla-2"
"ayush-goyal","Ayush Goyal","Induckt VC","https://vcdekho.com/investors/ayush-goyal"
"navneet-kaushik","Navneet Kaushik","Jamwant Ventures","https://vcdekho.com/investors/navneet-kaushik"
"vasu-guruswamy","Vasu Guruswamy","Lavni Ventures","https://vcdekho.com/investors/vasu-guruswamy"
"akshat-poddar","Akshat Poddar","LongView Ventures","https://vcdekho.com/investors/akshat-poddar"
"rajeev-mantri","Rajeev Mantri","Navam Capital","https://vcdekho.com/investors/rajeev-mantri"
"manoj-laddha","Manoj Laddha","Pangram Ventures","https://vcdekho.com/investors/manoj-laddha"
"siddharth-parekh","Siddharth Parekh","Paragon Partners","https://vcdekho.com/investors/siddharth-parekh"
"anupam-thareja","Anupam Thareja","Phi Capital","https://vcdekho.com/investors/anupam-thareja"
"ajay-jain","Ajay Jain","Silver Needle","https://vcdekho.com/investors/ajay-jain"
"andrey-terebenin","Andrey Terebenin","Sistema Asia Fund","https://vcdekho.com/investors/andrey-terebenin"
"anuj-jain","Anuj Jain","Startup-O","https://vcdekho.com/investors/anuj-jain"
"vikrant-varshney","Vikrant Varshney","SucSEED Indovation","https://vcdekho.com/investors/vikrant-varshney"
"mahavir-pratap-sharma","Mahavir Pratap Sharma","Swishin Ventures","https://vcdekho.com/investors/mahavir-pratap-sharma"
"manick-wadhwa","Manick Wadhwa","Tryrock Capital","https://vcdekho.com/investors/manick-wadhwa"
"madhu-vasepalli","Madhu Vasepalli","ValleyNXT Ventures","https://vcdekho.com/investors/madhu-vasepalli"
"pankaj-jethwani","Pankaj Jethwani","W Health Ventures","https://vcdekho.com/investors/pankaj-jethwani"
"sanjay-mehta","Sanjay Mehta","Angel Investor","https://vcdekho.com/investors/sanjay-mehta"
"kunal-shah","Kunal Shah","Angel Investor","https://vcdekho.com/investors/kunal-shah"
"anand-chandrasekaran","Anand Chandrasekaran","Angel Investor","https://vcdekho.com/investors/anand-chandrasekaran"
"kunal-bahl","Kunal Bahl","Angel Investor","https://vcdekho.com/investors/kunal-bahl"
"gaurav-munjal","Gaurav Munjal","Angel Investor","https://vcdekho.com/investors/gaurav-munjal"
"ritesh-agarwal","Ritesh Agarwal","OYO","https://vcdekho.com/investors/ritesh-agarwal"
"anupam-mittal","Anupam Mittal","Angel Investor","https://vcdekho.com/investors/anupam-mittal"
"sachin-bhatt","Sachin Bhatt","Angel Investor","https://vcdekho.com/investors/sachin-bhatt"
"rohit-bansal","Rohit Bansal","Angel Investor","https://vcdekho.com/investors/rohit-bansal"
"binny-bansal","Binny Bansal","Flipkart Ventures","https://vcdekho.com/investors/binny-bansal"
"sachin-bansal","Sachin Bansal","Navi","https://vcdekho.com/investors/sachin-bansal"
"falguni-nayar","Falguni Nayar","Nykaa","https://vcdekho.com/investors/falguni-nayar"
"peyush-bansal","Peyush Bansal","Angel Investor","https://vcdekho.com/investors/peyush-bansal"
"aman-gupta","Aman Gupta","boAt","https://vcdekho.com/investors/aman-gupta"
"deepinder-goyal","Deepinder Goyal","Angel Investor","https://vcdekho.com/investors/deepinder-goyal"
"bhavish-aggarwal","Bhavish Aggarwal","Angel Investor","https://vcdekho.com/investors/bhavish-aggarwal"
"harshil-mathur","Harshil Mathur","Angel Investor","https://vcdekho.com/investors/harshil-mathur"
"shashank-kumar","Shashank Kumar","Razorpay","https://vcdekho.com/investors/shashank-kumar"
"vidit-aatrey","Vidit Aatrey","Meesho","https://vcdekho.com/investors/vidit-aatrey"
"sanjay-sethi","Sanjay Sethi","Angel Investor","https://vcdekho.com/investors/sanjay-sethi"
"mukesh-bansal","Mukesh Bansal","Angel Investor","https://vcdekho.com/investors/mukesh-bansal"
"sujeet-kumar","Sujeet Kumar","Udaan","https://vcdekho.com/investors/sujeet-kumar"
"aprameya-radhakrishna","Aprameya Radhakrishna","Angel Investor","https://vcdekho.com/investors/aprameya-radhakrishna"
"sharad-sharma","Sharad Sharma","iSPIRT","https://vcdekho.com/investors/sharad-sharma"
"ashish-kashyap","Ashish Kashyap","Angel Investor","https://vcdekho.com/investors/ashish-kashyap"
"phanindra-sama","Phanindra Sama","redBus","https://vcdekho.com/investors/phanindra-sama"
"varun-alagh","Varun Alagh","Mamaearth","https://vcdekho.com/investors/varun-alagh"
"ghazal-alagh","Ghazal Alagh","Mamaearth","https://vcdekho.com/investors/ghazal-alagh"
"ankur-warikoo","Ankur Warikoo","Angel Investor","https://vcdekho.com/investors/ankur-warikoo"
"radhika-gupta","Radhika Gupta","Angel Investor","https://vcdekho.com/investors/radhika-gupta"
"nikhil-kamath","Nikhil Kamath","Angel Investor","https://vcdekho.com/investors/nikhil-kamath"
"ashneer-grover","Ashneer Grover","BharatPe","https://vcdekho.com/investors/ashneer-grover"
"namita-thapar","Namita Thapar","Angel Investor","https://vcdekho.com/investors/namita-thapar"
"vineeta-singh","Vineeta Singh","Angel Investor","https://vcdekho.com/investors/vineeta-singh"
"sumeet-arora","Sumeet Arora","Aevitas Capital","https://vcdekho.com/investors/sumeet-arora"
"ankit-bhati","Ankit Bhati","Angel Investor","https://vcdekho.com/investors/ankit-bhati"
"yashish-dahiya","Yashish Dahiya","Policybazaar","https://vcdekho.com/investors/yashish-dahiya"
"alok-bansal","Alok Bansal","Policybazaar","https://vcdekho.com/investors/alok-bansal"
"trishneet-arora","Trishneet Arora","Angel Investor","https://vcdekho.com/investors/trishneet-arora"
"kalyan-krishnamurthy","Kalyan Krishnamurthy","Flipkart Ventures","https://vcdekho.com/investors/kalyan-krishnamurthy"
"harsh-mariwala","Harsh Mariwala","Angel Investor","https://vcdekho.com/investors/harsh-mariwala"
"ashni-biyani","Ashni Biyani","Angel Investor","https://vcdekho.com/investors/ashni-biyani"
"meena-ganesh","Meena Ganesh","Portea Medical","https://vcdekho.com/investors/meena-ganesh"
"ganesh-krishnan","Ganesh Krishnan","Angel Investor","https://vcdekho.com/investors/ganesh-krishnan"
"revathi-kant","Revathi Kant","Maruti Suzuki","https://vcdekho.com/investors/revathi-kant"
"sairee-chahal","Sairee Chahal","SHEROES","https://vcdekho.com/investors/sairee-chahal"
"anisha-singh","Anisha Singh","Angel Investor","https://vcdekho.com/investors/anisha-singh"
"suchi-mukherjee","Suchi Mukherjee","Angel Investor","https://vcdekho.com/investors/suchi-mukherjee"
"manish-tandon","Manish Tandon","Udaan","https://vcdekho.com/investors/manish-tandon"
"praveen-sinha","Praveen Sinha","Angel Investor","https://vcdekho.com/investors/praveen-sinha"
"sridhar-vembu","Sridhar Vembu","Zoho Investments","https://vcdekho.com/investors/sridhar-vembu"
"shekhar-kirani","Shekhar Kirani","Angel Investor","https://vcdekho.com/investors/shekhar-kirani"
"prashanth-prakash","Prashanth Prakash","Angel Investor","https://vcdekho.com/investors/prashanth-prakash"
"abheek-anand","Abheek Anand","Steadview Capital","https://vcdekho.com/investors/abheek-anand"
"ravi-adusumalli","Ravi Adusumalli","Elevation Capital","https://vcdekho.com/investors/ravi-adusumalli"
"karthik-reddy","Karthik Reddy","Blume Ventures","https://vcdekho.com/investors/karthik-reddy"
"sanjay-nath","Sanjay Nath","Angel Investor","https://vcdekho.com/investors/sanjay-nath"
"anand-ladsariya","Anand Ladsariya","Everest Flavours","https://vcdekho.com/investors/anand-ladsariya"
"rehan-yahya","Rehan Yahya","growX ventures","https://vcdekho.com/investors/rehan-yahya"
"bala-parthasarathy","Bala Parthasarathy","Bala Parthasarathy Family Office","https://vcdekho.com/investors/bala-parthasarathy"
"ashish-gupta","Ashish Gupta","Helion Venture Partners","https://vcdekho.com/investors/ashish-gupta"
"sanjiv-kaul","Sanjiv Kaul","Angel Investor","https://vcdekho.com/investors/sanjiv-kaul"
"rishad-premji","Rishad Premji","Wipro Ventures","https://vcdekho.com/investors/rishad-premji"
"t-v-mohandas-pai","T.V. Mohandas Pai","Aarin Capital","https://vcdekho.com/investors/t-v-mohandas-pai"
"naveen-tewari","Naveen Tewari","Angel Investor","https://vcdekho.com/investors/naveen-tewari"
"piyush-shah","Piyush Shah","InMobi","https://vcdekho.com/investors/piyush-shah"
"ankit-sobti","Ankit Sobti","Angel Investor","https://vcdekho.com/investors/ankit-sobti"
"abhijit-kane","Abhijit Kane","Angel Investor","https://vcdekho.com/investors/abhijit-kane"
"srihari-kumar","Srihari Kumar","Angel Investor","https://vcdekho.com/investors/srihari-kumar"
"akash-sinha","Akash Sinha","Cashfree Payments","https://vcdekho.com/investors/akash-sinha"
"yashwanth-kumar","Yashwanth Kumar","Angel Investor","https://vcdekho.com/investors/yashwanth-kumar"
"shailesh-rao","Shailesh Rao","Angel Investor","https://vcdekho.com/investors/shailesh-rao"
"caesar-sengupta","Caesar Sengupta","Angel Investor","https://vcdekho.com/investors/caesar-sengupta"
"sameer-nigam","Sameer Nigam","Angel Investor","https://vcdekho.com/investors/sameer-nigam"
"rahul-chari","Rahul Chari","Angel Investor","https://vcdekho.com/investors/rahul-chari"
"dhruv-sheth","Dhruv Sheth","Angel Investor","https://vcdekho.com/investors/dhruv-sheth"
"bhavin-turakhia","Bhavin Turakhia","Angel Investor","https://vcdekho.com/investors/bhavin-turakhia"
"divyank-turakhia","Divyank Turakhia","Angel Investor","https://vcdekho.com/investors/divyank-turakhia"
"radhakishan-damani","Radhakishan Damani","Angel Investor","https://vcdekho.com/investors/radhakishan-damani"
"vijay-shekhar-sharma","Vijay Shekhar Sharma","Angel Investor","https://vcdekho.com/investors/vijay-shekhar-sharma"
"madhur-deora","Madhur Deora","Angel Investor","https://vcdekho.com/investors/madhur-deora"
"amit-nayyar","Amit Nayyar","Angel Investor","https://vcdekho.com/investors/amit-nayyar"
"deep-kalra","Deep Kalra","Angel Investor","https://vcdekho.com/investors/deep-kalra"
"rajesh-magow","Rajesh Magow","Angel Investor","https://vcdekho.com/investors/rajesh-magow"
"dinesh-agarwal","Dinesh Agarwal","Angel Investor","https://vcdekho.com/investors/dinesh-agarwal"
"brijesh-agrawal","Brijesh Agrawal","Angel Investor","https://vcdekho.com/investors/brijesh-agrawal"
"narayana-murthy","Narayana Murthy","Angel Investor","https://vcdekho.com/investors/narayana-murthy"
"sudha-murty","Sudha Murty","Angel Investor","https://vcdekho.com/investors/sudha-murty"
"nandan-nilekani","Nandan Nilekani","Angel Investor","https://vcdekho.com/investors/nandan-nilekani"
"rohini-nilekani","Rohini Nilekani","Angel Investor","https://vcdekho.com/investors/rohini-nilekani"
"kris-gopalakrishnan","Kris Gopalakrishnan","Angel Investor","https://vcdekho.com/investors/kris-gopalakrishnan"
"s-d-shibulal","S.D. Shibulal","Angel Investor","https://vcdekho.com/investors/s-d-shibulal"
"v-balakrishnan","V. Balakrishnan","Angel Investor","https://vcdekho.com/investors/v-balakrishnan"
"ravi-venkatesan","Ravi Venkatesan","Ravi Venkatesan","https://vcdekho.com/investors/ravi-venkatesan"
"kiran-mazumdar-shaw","Kiran Mazumdar-Shaw","Biocon","https://vcdekho.com/investors/kiran-mazumdar-shaw"
"leena-nair","Leena Nair","Angel Investor","https://vcdekho.com/investors/leena-nair"
"zia-mody","Zia Mody","AZB & Partners","https://vcdekho.com/investors/zia-mody"
"haresh-chawla","Haresh Chawla","Angel Investor","https://vcdekho.com/investors/haresh-chawla"
"manish-vij","Manish Vij","Angel Investor","https://vcdekho.com/investors/manish-vij"
"sandeep-tandon","Sandeep Tandon","Freecharge","https://vcdekho.com/investors/sandeep-tandon"
"sunil-kalra","Sunil Kalra","Angel Investor","https://vcdekho.com/investors/sunil-kalra"
"rishabh-gupta","Rishabh Gupta","Angel Investor","https://vcdekho.com/investors/rishabh-gupta"
"sanjiv-rangrass","Sanjiv Rangrass","ITC","https://vcdekho.com/investors/sanjiv-rangrass"
"pushkar-mukewar","Pushkar Mukewar","Drip Capital","https://vcdekho.com/investors/pushkar-mukewar"
"thirukumaran-nagarajan","Thirukumaran Nagarajan","Ninjacart","https://vcdekho.com/investors/thirukumaran-nagarajan"
"karthee-vidya","Karthee Vidya","Angel Investor","https://vcdekho.com/investors/karthee-vidya"
"raghunandan-g","Raghunandan G","Snapbizz","https://vcdekho.com/investors/raghunandan-g"
"sudhakar-reddy","Sudhakar Reddy","Angel Investor","https://vcdekho.com/investors/sudhakar-reddy"
"srikanth-iyer","Srikanth Iyer","Angel Investor","https://vcdekho.com/investors/srikanth-iyer"
"ashish-goel","Ashish Goel","Angel Investor","https://vcdekho.com/investors/ashish-goel"
"rahul-anand","Rahul Anand","Angel Investor","https://vcdekho.com/investors/rahul-anand"
"kavin-mittal","Kavin Mittal","Hike","https://vcdekho.com/investors/kavin-mittal"
"utsav-somani","Utsav Somani","Angel Investor","https://vcdekho.com/investors/utsav-somani"
"aakrit-vaish","Aakrit Vaish","Haptik","https://vcdekho.com/investors/aakrit-vaish"
"swapan-rajdev","Swapan Rajdev","Lightspeed","https://vcdekho.com/investors/swapan-rajdev"
"rishi-bharrdwaj","Rishi Bharrdwaj","Angel Investor","https://vcdekho.com/investors/rishi-bharrdwaj"
"sateesh-andra","Sateesh Andra","Angel Investor","https://vcdekho.com/investors/sateesh-andra"
"jayesh-parekh","Jayesh Parekh","Angel Investor","https://vcdekho.com/investors/jayesh-parekh"
"maneesh-bhandari","Maneesh Bhandari","WaterBridge Ventures","https://vcdekho.com/investors/maneesh-bhandari"
"saurabh-srivastava","Saurabh Srivastava","Indian Angel Network","https://vcdekho.com/investors/saurabh-srivastava"
"luis-miranda","Luis Miranda","Angel Investor","https://vcdekho.com/investors/luis-miranda"
"vishal-gondal","Vishal Gondal","Angel Investor","https://vcdekho.com/investors/vishal-gondal"
"arihant-patni","Arihant Patni","Angel Investor","https://vcdekho.com/investors/arihant-patni"
"rajiv-mehta","Rajiv Mehta","Angel Investor","https://vcdekho.com/investors/rajiv-mehta"
"suresh-narayanan","Suresh Narayanan","Angel Investor","https://vcdekho.com/investors/suresh-narayanan"
"pankaj-jaju","Pankaj Jaju","Angel Investor","https://vcdekho.com/investors/pankaj-jaju"
"anuj-srivastava","Anuj Srivastava","Angel Investor","https://vcdekho.com/investors/anuj-srivastava"
"sandeep-aggarwal","Sandeep Aggarwal","Angel Investor","https://vcdekho.com/investors/sandeep-aggarwal"
"radhika-aggarwal","Radhika Aggarwal","Angel Investor","https://vcdekho.com/investors/radhika-aggarwal"
"sanjeev-barnwal","Sanjeev Barnwal","Country Delight","https://vcdekho.com/investors/sanjeev-barnwal"
"adwaita-nayar","Adwaita Nayar","Nykaa","https://vcdekho.com/investors/adwaita-nayar"
"anchit-nayar","Anchit Nayar","Nykaa","https://vcdekho.com/investors/anchit-nayar"
"amit-chaudhary","Amit Chaudhary","Lenskart","https://vcdekho.com/investors/amit-chaudhary"
"sumeet-vadera","Sumeet Vadera","Udaan","https://vcdekho.com/investors/sumeet-vadera"
"ambareesh-murty","Ambareesh Murty","Pepperfry","https://vcdekho.com/investors/ambareesh-murty"
"roman-saini","Roman Saini","Angel Investor","https://vcdekho.com/investors/roman-saini"
"hemesh-singh","Hemesh Singh","Angel Investor","https://vcdekho.com/investors/hemesh-singh"
"sachin-gupta","Sachin Gupta","HackerEarth","https://vcdekho.com/investors/sachin-gupta"
"vivek-prakash","Vivek Prakash","Angel Investor","https://vcdekho.com/investors/vivek-prakash"
"zeeshan-ali-syed","Zeeshan Ali Syed","Angel Investor","https://vcdekho.com/investors/zeeshan-ali-syed"
"mayank-kumar","Mayank Kumar","upGrad Ventures","https://vcdekho.com/investors/mayank-kumar"
"phalgun-kompalli","Phalgun Kompalli","upGrad Ventures","https://vcdekho.com/investors/phalgun-kompalli"
"ishan-gupta","Ishan Gupta","EduKart","https://vcdekho.com/investors/ishan-gupta"
"karan-bajwa","Karan Bajwa","Google Cloud","https://vcdekho.com/investors/karan-bajwa"
"cp-gurnani","CP Gurnani","Angel Investor","https://vcdekho.com/investors/cp-gurnani"
"vanitha-narayanan","Vanitha Narayanan","Angel Investor","https://vcdekho.com/investors/vanitha-narayanan"
